"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"144","bratzmi01",1982,"Mike Bratz",26,"SAS","PG",81,3,1616,230,565,0.407,46,138,0.333,184,427,0.431,0.448,119,152,0.783,40,126,166,438,65,11,139,183,625,""
"145","crissch01",1982,"Charlie Criss",33,"2TM","PG",55,20,1392,222,498,0.446,10,29,0.345,212,469,0.452,0.456,141,159,0.887,13,69,82,187,44,6,82,96,595,""
"146","wedmasc01",1982,"Scott Wedman",29,"CLE","SF",54,39,1638,260,589,0.441,5,23,0.217,255,566,0.451,0.446,66,90,0.733,128,176,304,133,73,14,73,189,591,""
"147","nicksca01",1982,"Carl Nicks",23,"UTA","SG",80,1,1322,252,555,0.454,0,5,0,252,550,0.458,0.454,85,150,0.567,67,94,161,89,66,4,101,184,589,""
"148","maysc01",1982,"Scott May",27,"MIL","SF",65,7,1187,212,417,0.508,0,4,0,212,413,0.513,0.508,159,193,0.824,85,133,218,133,50,6,92,151,583,""
"149","bristal01",1982,"Allan Bristow",30,"DAL","SF",82,54,2035,218,499,0.437,3,18,0.167,215,481,0.447,0.44,134,164,0.817,119,220,339,448,65,6,165,222,573,""
"150","higgske01",1982,"Kenny Higgs",27,"DEN","PG",76,49,1696,202,468,0.432,4,21,0.19,198,447,0.443,0.436,161,197,0.817,23,121,144,395,72,6,156,263,569,""
"151","pheglro01",1982,"Roger Phegley",25,"2TM","SG",81,9,1183,233,507,0.46,5,31,0.161,228,476,0.479,0.464,85,109,0.78,61,93,154,114,36,8,66,152,556,""
"152","macklru01",1982,"Rudy Macklin",23,"ATL","SF",79,32,1516,210,484,0.434,0,3,0,210,481,0.437,0.434,134,173,0.775,113,150,263,47,40,20,112,225,554,""
"153","woolror01",1982,"Orlando Woolridge",22,"CHI","SF",75,12,1188,202,394,0.513,0,3,0,202,391,0.517,0.513,144,206,0.699,82,145,227,81,23,24,107,152,548,""
"154","johnsvi01",1982,"Vinnie Johnson",25,"2TM","SG",74,15,1295,217,444,0.489,3,12,0.25,214,432,0.495,0.492,107,142,0.754,82,77,159,171,56,25,96,101,544,""
"155","mixst01",1982,"Steve Mix",34,"PHI","SF",75,0,1235,202,399,0.506,1,4,0.25,201,395,0.509,0.508,136,172,0.791,92,133,225,93,42,17,67,86,541,""
"156","poquebe01",1982,"Ben Poquette",26,"UTA","PF",82,56,1698,220,428,0.514,3,10,0.3,217,418,0.519,0.518,97,120,0.808,117,294,411,94,51,65,69,235,540,""
"157","willobi01",1982,"Bill Willoughby",24,"HOU","SF",69,42,1475,240,464,0.517,3,7,0.429,237,457,0.519,0.52,56,77,0.727,107,157,264,75,31,59,78,146,539,""
"158","nancela01",1982,"Larry Nance",22,"PHO","PF",80,0,1186,227,436,0.521,0,1,0,227,435,0.522,0.521,75,117,0.641,95,161,256,82,42,71,104,169,529,""
"159","dawkida01",1982,"Darryl Dawkins",25,"PHI","C",48,36,1124,207,367,0.564,0,2,0,207,365,0.567,0.564,114,164,0.695,68,237,305,55,19,55,96,193,528,""
"160","smithla01",1982,"Larry Smith",24,"GSW","PF",74,55,2213,220,412,0.534,0,1,0,220,411,0.535,0.534,88,159,0.553,279,534,813,83,65,54,105,291,528,""
"161","hordgce01",1982,"Cedrick Hordges",25,"DEN","PF",77,1,1372,204,414,0.493,3,13,0.231,201,401,0.501,0.496,116,199,0.583,119,276,395,65,26,19,111,230,527,""
"162","valenda01",1982,"Darnell Valentine",22,"POR","PG",82,14,1387,187,453,0.413,0,9,0,187,444,0.421,0.413,152,200,0.76,48,101,149,270,94,3,127,187,526,""
"163","birdsot01",1982,"Otis Birdsong",26,"NJN","SG",37,22,1025,225,480,0.469,0,10,0,225,470,0.479,0.469,74,127,0.583,30,67,97,124,30,5,64,74,524,""
"164","dunlemi01",1982,"Mike Dunleavy",27,"HOU","SG",70,15,1315,206,450,0.458,33,86,0.384,173,364,0.475,0.494,75,106,0.708,24,80,104,227,45,3,80,161,520,""
"165","bridgju01",1982,"Junior Bridgeman",28,"MIL","SF",41,4,924,209,433,0.483,4,9,0.444,205,424,0.483,0.487,89,103,0.864,37,88,125,109,28,3,64,91,511,""
"166","webstma01",1982,"Marvin Webster",29,"NYK","C",82,32,1883,199,405,0.491,0,0,NA,199,405,0.491,0.491,108,170,0.635,184,306,490,99,22,91,90,211,506,""
"167","cummipa01",1982,"Pat Cummings",25,"MIL","PF",78,7,1132,219,430,0.509,0,2,0,219,428,0.512,0.509,67,91,0.736,61,184,245,99,22,9,108,227,505,""
"168","wileymi01",1982,"Michael Wiley",24,"SDC","PF",61,1,1013,203,359,0.565,0,5,0,203,354,0.573,0.565,98,141,0.695,67,115,182,52,40,16,71,127,504,""
"169","loderke01",1982,"Kevin Loder",22,"KCK","SF",71,13,1139,208,448,0.464,0,11,0,208,437,0.476,0.464,77,107,0.72,69,126,195,88,35,30,68,147,493,""
"170","romarlo01",1982,"Lorenzo Romar",23,"GSW","PG",79,11,1259,203,403,0.504,3,15,0.2,200,388,0.515,0.507,79,96,0.823,12,86,98,226,60,13,89,103,488,""
"171","scottal01",1982,"Alvin Scott",26,"PHO","SF",81,38,1740,189,380,0.497,0,2,0,189,378,0.5,0.497,108,148,0.73,97,197,294,149,59,70,98,169,486,""
"172","rollitr01",1982,"Tree Rollins",26,"ATL","C",79,39,2018,202,346,0.584,0,0,NA,202,346,0.584,0.584,79,129,0.612,168,443,611,59,35,224,79,285,483,""
"173","hanzlbi01",1982,"Bill Hanzlik",24,"SEA","SF",81,76,1974,167,357,0.468,0,4,0,167,353,0.473,0.468,138,176,0.784,99,167,266,183,81,30,106,250,472,""
"174","hendeto01",1982,"Tom Henderson",30,"HOU","SG",75,23,1721,183,403,0.454,0,2,0,183,401,0.456,0.454,105,150,0.7,33,105,138,306,55,7,105,120,471,""
"175","brownri01",1982,"Rickey Brown",23,"GSW","C",82,11,1260,192,418,0.459,0,0,NA,192,418,0.459,0.459,86,122,0.705,136,228,364,19,36,29,84,243,470,""
"176","harpemi01",1982,"Mike Harper",24,"POR","PF",68,38,1433,184,370,0.497,0,1,0,184,369,0.499,0.497,96,153,0.627,127,212,339,54,55,82,92,229,464,""
"177","hawesst01",1982,"Steve Hawes",31,"ATL","PF",49,42,1317,178,370,0.481,4,10,0.4,174,360,0.483,0.486,96,126,0.762,89,231,320,142,36,34,87,156,456,""
"178","walkefo01",1982,"Foots Walker",30,"NJN","PG",77,54,1861,156,378,0.413,3,9,0.333,153,369,0.415,0.417,141,194,0.727,31,119,150,398,120,6,107,179,456,""
"179","carrml01",1982,"M.L. Carr",31,"BOS","SF",56,27,1296,184,409,0.45,5,17,0.294,179,392,0.457,0.456,82,116,0.707,56,94,150,128,67,21,63,136,455,""
"180","robeyri01",1982,"Rick Robey",26,"BOS","C",80,4,1186,185,375,0.493,0,2,0,185,373,0.496,0.493,84,157,0.535,114,181,295,68,27,14,92,183,454,""
"181","woodal01",1982,"Al Wood",23,"2TM","SG",48,5,930,179,381,0.47,3,24,0.125,176,357,0.493,0.474,93,119,0.782,51,83,134,58,31,9,71,108,454,""
"182","dougljo01",1982,"John Douglas",25,"SDC","SG",64,9,1031,181,389,0.465,18,59,0.305,163,330,0.494,0.488,67,102,0.657,27,63,90,146,48,9,92,147,447,""
"183","taylobr01",1982,"Brian Taylor",30,"SDC","PG",41,40,1274,165,328,0.503,23,63,0.365,142,265,0.536,0.538,90,110,0.818,26,70,96,229,47,9,82,113,443,""
"184","cartebu01",1982,"Butch Carter",23,"IND","SG",75,0,1035,188,402,0.468,8,25,0.32,180,377,0.477,0.478,58,70,0.829,30,49,79,60,34,11,54,110,442,""
"185","fordch01",1982,"Chris Ford",33,"BOS","SG",76,53,1591,188,450,0.418,20,63,0.317,168,387,0.434,0.44,39,56,0.696,52,56,108,142,42,10,52,143,435,""
"186","kenonla01",1982,"Larry Kenon",29,"CHI","PF",60,30,1036,192,412,0.466,0,0,NA,192,412,0.466,0.466,50,88,0.568,72,108,180,65,30,7,82,71,434,""
"187","grossbo01",1982,"Bob Gross",28,"POR","SF",59,24,1377,173,322,0.537,3,6,0.5,170,316,0.538,0.542,78,104,0.75,101,158,259,125,75,41,88,162,427,""
"188","hardyja01",1982,"James Hardy",25,"UTA","SF",82,17,1814,179,369,0.485,0,1,0,179,368,0.486,0.485,64,93,0.688,153,317,470,110,58,67,78,192,422,""
"189","galemi01",1982,"Mike Gale",31,"GSW","PG",75,70,1793,185,373,0.496,0,5,0,185,368,0.503,0.496,51,65,0.785,37,152,189,261,121,28,126,173,421,""
"190","brogaji01",1982,"Jim Brogan",23,"SDC","SG",63,19,1027,165,364,0.453,9,32,0.281,156,332,0.47,0.466,61,84,0.726,61,59,120,156,49,13,83,123,400,""
"191","mcadobo01",1982,"Bob McAdoo",30,"LAL","C",41,0,746,151,330,0.458,0,5,0,151,325,0.465,0.458,90,126,0.714,45,114,159,32,22,36,51,109,392,""
"192","cookje01",1982,"Jeff Cook",25,"PHO","PF",76,22,1298,151,358,0.422,0,2,0,151,356,0.424,0.422,89,134,0.664,112,189,301,100,37,23,80,174,391,""
"193","hassejo01",1982,"Joe Hassett",26,"GSW","SG",68,2,787,144,382,0.377,71,214,0.332,73,168,0.435,0.47,31,37,0.838,13,40,53,104,30,3,36,94,390,""
"194","glennmi01",1982,"Mike Glenn",26,"ATL","SG",49,0,833,158,291,0.543,1,2,0.5,157,289,0.543,0.545,59,67,0.881,5,56,61,87,26,3,27,80,376,""
"195","jonesed01",1982,"Edgar Jones",25,"DET","PF",48,19,802,142,259,0.548,1,2,0.5,141,257,0.549,0.55,90,129,0.698,70,137,207,40,28,92,66,149,375,""
"196","vraneda01",1982,"Danny Vranes",23,"SEA","SF",77,1,1075,143,262,0.546,0,1,0,143,261,0.548,0.546,89,148,0.601,71,127,198,56,28,21,68,150,375,""
"197","kupchmi01",1982,"Mitch Kupchak",27,"LAL","PF",26,26,821,153,267,0.573,0,0,NA,153,267,0.573,0.573,65,98,0.663,64,146,210,33,12,10,43,80,371,""
"198","listeal01",1982,"Alton Lister",23,"MIL","C",80,23,1186,149,287,0.519,0,0,NA,149,287,0.519,0.519,64,123,0.52,108,279,387,84,18,118,129,239,362,""
"199","willisa02",1982,"Sam Williams",22,"GSW","PF",59,22,1073,154,277,0.556,0,0,NA,154,277,0.556,0.556,49,89,0.551,91,217,308,38,45,76,64,156,357,""
"200","mcginge01",1982,"George McGinnis",31,"IND","PF",76,4,1341,141,378,0.373,0,3,0,141,375,0.376,0.373,72,159,0.453,93,305,398,204,96,28,131,198,354,""
"201","richacl01",1982,"Clint Richardson",25,"PHI","SG",77,0,1040,140,310,0.452,2,2,1,138,308,0.448,0.455,69,88,0.784,55,63,118,109,36,9,79,109,351,""
"202","curetea01",1982,"Earl Cureton",24,"PHI","PF",66,8,956,149,306,0.487,0,2,0,149,304,0.49,0.487,51,94,0.543,90,180,270,32,31,27,44,142,349,""
"203","verhope01",1982,"Pete Verhoeven",22,"POR","PF",71,22,1207,149,296,0.503,0,0,NA,149,296,0.503,0.503,51,72,0.708,106,148,254,52,42,22,55,215,349,""
"204","nimphku01",1982,"Kurt Nimphius",23,"DAL","C",63,27,1085,137,297,0.461,0,0,NA,137,297,0.461,0.461,63,108,0.583,92,203,295,61,17,82,56,190,337,""
"205","kelsegr01",1982,"Greg Kelser",24,"2TM","SF",60,10,741,116,271,0.428,0,3,0,116,268,0.433,0.428,105,160,0.656,80,113,193,57,18,21,84,131,337,""
"206","gminsmi01",1982,"Mike Gminski",22,"NJN","C",64,6,740,119,270,0.441,0,0,NA,119,270,0.441,0.441,97,118,0.822,70,116,186,41,17,48,56,69,335,""
"207","bradldu01",1982,"Dudley Bradley",24,"PHO","SG",64,3,937,125,281,0.445,1,4,0.25,124,277,0.448,0.447,74,100,0.74,30,57,87,80,78,10,71,115,325,""
"208","matthwe01",1982,"Wes Matthews",22,"ATL","PG",47,5,837,131,298,0.44,2,8,0.25,129,290,0.445,0.443,60,79,0.759,19,39,58,139,53,2,63,129,324,""
"209","robinbi01",1982,"Bill Robinzine",29,"UTA","PF",56,9,651,131,294,0.446,0,0,NA,131,294,0.446,0.446,61,75,0.813,56,88,144,49,37,5,83,156,323,""
"210","landsma01",1982,"Mark Landsberger",26,"LAL","PF",75,1,1134,144,329,0.438,0,2,0,144,327,0.44,0.438,33,65,0.508,164,237,401,32,10,7,49,134,321,""
"211","wilkeja02",1982,"James Wilkes",23,"CHI","SF",57,22,862,128,266,0.481,0,1,0,128,265,0.483,0.481,58,80,0.725,62,97,159,64,30,18,62,112,314,""
"212","lagarto01",1982,"Tom LaGarde",26,"DAL","C",47,28,909,113,269,0.42,0,2,0,113,267,0.423,0.42,86,166,0.518,63,147,210,49,17,17,82,138,312,""
"213","cartere01",1982,"Reggie Carter",24,"NYK","SG",75,1,923,119,280,0.425,0,0,NA,119,280,0.425,0.425,64,80,0.8,35,60,95,130,36,6,78,124,302,""
"214","johnsge03",1982,"George Johnson",25,"IND","PF",59,4,720,120,291,0.412,0,2,0,120,289,0.415,0.412,60,80,0.75,72,145,217,40,36,25,68,147,300,""
"215","rambiku01",1982,"Kurt Rambis",23,"LAL","PF",64,43,1131,118,228,0.518,0,1,0,118,227,0.52,0.518,59,117,0.504,116,232,348,56,60,76,77,167,295,""
"216","pellosa01",1982,"Sam Pellom",30,"ATL","PF",69,4,1037,114,251,0.454,0,1,0,114,250,0.456,0.454,61,79,0.772,90,139,229,28,29,47,57,164,289,""
"217","lloydsc01",1982,"Scott Lloyd",29,"DAL","PF",74,17,1047,108,285,0.379,2,4,0.5,106,281,0.377,0.382,69,91,0.758,60,103,163,67,15,7,59,175,287,""
"218","parkeso01",1982,"Sonny Parker",26,"GSW","SF",71,0,899,116,245,0.473,0,0,NA,116,245,0.473,0.473,48,72,0.667,73,104,177,89,39,11,51,101,280,""
"219","leero01",1982,"Ron Lee",29,"DET","PG",81,7,1467,88,246,0.358,18,59,0.305,70,187,0.374,0.394,84,119,0.706,35,120,155,312,116,20,123,221,278,""
"220","durenjo01",1982,"John Duren",23,"UTA","PG",79,9,1056,121,268,0.451,3,11,0.273,118,257,0.459,0.457,27,37,0.73,14,70,84,157,20,4,72,143,272,""
"221","jonesma01",1982,"Major Jones",28,"HOU","PF",60,6,746,113,213,0.531,0,3,0,113,210,0.538,0.531,42,77,0.545,80,122,202,25,20,29,50,100,268,""
"222","natersw01",1982,"Swen Nater",32,"SDC","C",21,7,575,101,175,0.577,1,1,1,100,174,0.575,0.58,59,79,0.747,46,146,192,30,6,9,48,64,262,""
"223","lampje01",1982,"Jeff Lamp",22,"POR","SF",54,0,617,100,196,0.51,0,1,0,100,195,0.513,0.51,50,61,0.82,24,40,64,28,16,1,45,83,250,""
"224","garreca01",1982,"Calvin Garrett",25,"HOU","SF",51,22,858,105,242,0.434,3,10,0.3,102,232,0.44,0.44,17,26,0.654,27,67,94,76,32,6,38,94,230,""
"225","catchha01",1982,"Harvey Catchings",30,"MIL","PF",80,9,1603,94,224,0.42,0,0,NA,94,224,0.42,0.42,41,69,0.594,129,227,356,97,42,134,94,237,229,""
"226","blumera01",1982,"Ray Blume",23,"CHI","SG",49,2,546,102,222,0.459,4,18,0.222,98,204,0.48,0.468,18,28,0.643,14,27,41,68,23,2,54,57,226,""
"227","johnsge02",1982,"George Johnson",33,"SAS","C",75,62,1578,91,195,0.467,0,0,NA,91,195,0.467,0.467,43,64,0.672,152,302,454,79,20,234,92,259,225,""
"228","dietrco01",1982,"Coby Dietrick",33,"CHI","C",74,0,999,92,200,0.46,0,1,0,92,199,0.462,0.46,38,54,0.704,63,125,188,87,49,30,44,131,222,""
"229","jordaed01",1982,"Eddie Jordan",27,"LAL","PG",58,0,608,89,208,0.428,1,9,0.111,88,199,0.442,0.43,43,54,0.796,4,39,43,131,62,1,66,98,222,""
"230","knighto01",1982,"Toby Knight",26,"NYK","SF",40,0,550,102,183,0.557,0,0,NA,102,183,0.557,0.557,17,25,0.68,33,49,82,23,14,11,21,74,221,""
"231","aingeda01",1982,"Danny Ainge",22,"BOS","SG",53,1,564,79,221,0.357,5,17,0.294,74,204,0.363,0.369,56,65,0.862,25,31,56,87,37,3,53,86,219,""
"232","gudmupe01",1982,"Pétur Guðmundsson",23,"POR","C",68,6,845,83,166,0.5,1,1,1,82,165,0.497,0.503,52,76,0.684,51,135,186,59,13,30,73,163,219,""
"233","tolbera01",1982,"Ray Tolbert",23,"2TM","PF",64,0,607,100,202,0.495,0,2,0,100,200,0.5,0.495,19,35,0.543,50,76,126,33,12,16,45,83,219,""
"234","mokespa01",1982,"Paul Mokeski",25,"2TM","C",67,4,868,84,193,0.435,0,3,0,84,190,0.442,0.435,48,63,0.762,59,149,208,35,33,40,55,171,216,""
"235","paultbi01",1982,"Billy Paultz",33,"HOU","C",65,3,807,89,226,0.394,0,0,NA,89,226,0.394,0.394,34,65,0.523,54,126,180,41,15,22,45,99,212,""
"236","sichtje01",1982,"Jerry Sichting",25,"IND","PG",51,0,800,91,194,0.469,1,9,0.111,90,185,0.486,0.472,29,38,0.763,14,41,55,117,33,1,42,63,212,""
"237","smithji01",1982,"Jim Smith",23,"SDC","PF",72,3,858,86,169,0.509,0,0,NA,86,169,0.509,0.509,39,85,0.459,72,110,182,46,22,51,47,185,211,""
"238","westppa01",1982,"Paul Westphal",31,"NYK","SG",18,12,451,86,194,0.443,2,8,0.25,84,186,0.452,0.448,36,47,0.766,9,13,22,100,19,8,47,61,210,""
"239","lambejo01",1982,"John Lambert",29,"2TM","PF",63,7,764,86,197,0.437,1,7,0.143,85,190,0.447,0.439,34,42,0.81,55,123,178,37,18,16,48,123,207,""
"240","davisch02",1982,"Charles Davis",23,"WSB","SF",54,10,575,88,184,0.478,0,2,0,88,182,0.484,0.478,30,37,0.811,54,79,133,31,10,13,43,89,206,""
"241","jackstr01",1982,"Tracy Jackson",22,"2TM","SG",49,0,478,79,172,0.459,0,0,NA,79,172,0.459,0.459,38,49,0.776,35,28,63,27,14,3,24,48,196,""
"242","rainsed01",1982,"Ed Rains",25,"SAS","SF",49,15,637,77,177,0.435,0,2,0,77,175,0.44,0.435,38,64,0.594,37,43,80,40,18,2,25,74,192,""
"243","mcgeemi01",1982,"Mike McGee",22,"LAL","SF",39,0,352,80,172,0.465,0,4,0,80,168,0.476,0.465,31,53,0.585,34,15,49,16,18,3,34,59,191,""
"244","rochejo01",1982,"John Roche",32,"DEN","SG",39,2,501,68,150,0.453,23,52,0.442,45,98,0.459,0.53,28,38,0.737,4,19,23,89,15,2,29,40,187,""
"245","choneji01",1982,"Jim Chones",32,"WSB","C",59,13,867,74,171,0.433,0,0,NA,74,171,0.433,0.433,36,46,0.783,39,146,185,64,15,32,41,114,184,""
"246","douglle01",1982,"Leon Douglas",27,"KCK","C",63,17,1093,70,140,0.5,0,0,NA,70,140,0.5,0.5,32,80,0.4,111,179,290,35,15,38,55,210,172,""
"247","breweji01",1982,"Jim Brewer",30,"LAL","PF",71,9,966,81,175,0.463,1,6,0.167,80,169,0.473,0.466,7,19,0.368,106,158,264,42,39,46,37,127,170,""
"248","laceysa01",1982,"Sam Lacey",33,"2TM","C",56,7,670,67,154,0.435,0,1,0,67,153,0.438,0.435,27,37,0.73,20,87,107,77,22,38,56,139,161,""
"249","bradlch01",1982,"Charles Bradley",22,"BOS","SG",51,1,339,55,122,0.451,0,1,0,55,121,0.455,0.451,42,62,0.677,12,26,38,22,14,6,37,61,152,""
"250","cattabo01",1982,"Bobby Cattage",23,"UTA","PF",49,0,337,60,135,0.444,0,2,0,60,133,0.451,0.444,30,41,0.732,22,51,73,7,7,0,18,58,150,""
"251","dennake01",1982,"Kenny Dennard",23,"KCK","PF",30,3,607,62,121,0.512,0,0,NA,62,121,0.512,0.512,26,40,0.65,47,86,133,42,35,8,35,81,150,""
"252","edwarfr01",1982,"Franklin Edwards",22,"PHI","PG",42,3,291,65,150,0.433,0,9,0,65,141,0.461,0.433,20,27,0.741,10,17,27,45,16,5,24,37,150,""
"253","radfoma01",1982,"Mark Radford",22,"SEA","SG",43,0,369,54,100,0.54,2,3,0.667,52,97,0.536,0.55,35,69,0.507,13,16,29,57,16,2,42,65,145,""
"254","hillar01",1982,"Armond Hill",28,"2TM","PG",40,18,723,53,126,0.421,0,2,0,53,124,0.427,0.421,39,55,0.709,12,40,52,106,21,5,66,88,145,""
"255","robisda01",1982,"Dave Robisch",32,"DEN","C",12,0,257,48,106,0.453,0,0,NA,48,106,0.453,0.453,48,55,0.873,14,49,63,32,3,4,13,29,144,""
"256","vanbrja01",1982,"Jan van Breda Kolff",30,"NJN","SF",41,0,452,41,82,0.5,0,2,0,41,80,0.513,0.5,62,76,0.816,17,31,48,32,12,13,29,63,144,""
"257","woodho01",1982,"Howard Wood",22,"UTA","SF",42,3,342,55,120,0.458,0,1,0,55,119,0.462,0.458,34,52,0.654,22,43,65,9,8,6,15,37,144,""
"258","kramejo01",1982,"Joel Kramer",26,"PHO","PF",56,0,549,55,133,0.414,0,0,NA,55,133,0.414,0.414,33,42,0.786,36,72,108,51,19,11,26,62,143,""
"259","hardyal01",1982,"Alan Hardy",24,"DET","SG",38,0,310,62,136,0.456,0,5,0,62,131,0.473,0.456,18,29,0.621,14,20,34,20,9,4,20,32,142,""
"260","hayesst01",1982,"Steve Hayes",26,"2TM","C",35,0,487,54,111,0.486,0,0,NA,54,111,0.486,0.486,32,53,0.604,39,78,117,28,4,20,19,71,140,""
"261","bradlal02",1982,"Alex Bradley",22,"NYK","SF",39,0,331,54,103,0.524,0,1,0,54,102,0.529,0.524,29,48,0.604,31,34,65,11,12,5,28,37,137,""
"262","mcelrji01",1982,"Jim McElroy",28,"ATL","PG",20,17,349,52,125,0.416,1,5,0.2,51,120,0.425,0.42,29,36,0.806,6,11,17,39,8,3,22,44,134,""
"263","wittsga01",1982,"Garry Witts",22,"WSB","SF",46,0,493,49,84,0.583,1,2,0.5,48,82,0.585,0.589,33,40,0.825,29,33,62,38,17,4,35,74,132,""
"264","meriwjo01",1982,"Joe Meriweather",28,"KCK","C",18,10,380,47,91,0.516,0,0,NA,47,91,0.516,0.516,31,40,0.775,25,63,88,17,13,21,25,68,125,""
"265","rayja01",1982,"James Ray",24,"DEN","PF",40,4,262,51,116,0.44,1,1,1,50,115,0.435,0.444,21,36,0.583,18,47,65,26,10,16,37,59,124,""
"266","smithro01",1982,"Robert Smith",26,"MIL","PG",17,1,316,52,110,0.473,2,10,0.2,50,100,0.5,0.482,10,12,0.833,1,13,14,44,10,1,14,35,116,""
"267","washiri01",1982,"Richard Washington",26,"CLE","PF",18,2,313,50,115,0.435,0,2,0,50,113,0.442,0.435,9,15,0.6,32,43,75,15,8,2,35,51,109,""
"268","washike01",1982,"Kermit Washington",30,"POR","PF",20,4,418,38,78,0.487,0,0,NA,38,78,0.487,0.487,24,41,0.585,40,77,117,29,9,16,19,56,100,""
"269","mcdowha01",1982,"Hank McDowell",22,"GSW","PF",30,1,335,34,84,0.405,0,0,NA,34,84,0.405,0.405,27,41,0.659,41,59,100,20,6,8,21,52,95,""
"270","demicla01",1982,"Larry Demic",24,"NYK","PF",48,0,356,39,83,0.47,0,1,0,39,82,0.476,0.47,14,39,0.359,29,50,79,14,4,6,26,65,92,""
"271","griffpa01",1982,"Paul Griffin",28,"SAS","PF",23,0,459,32,66,0.485,0,0,NA,32,66,0.485,0.485,24,37,0.649,29,66,95,54,20,8,40,67,88,""
"272","herroke01",1982,"Keith Herron",25,"CLE","SG",30,0,269,39,106,0.368,0,1,0,39,105,0.371,0.368,7,8,0.875,10,11,21,23,8,2,12,25,85,""
"273","evansmi01",1982,"Mike Evans",26,"2TM","PG",22,0,270,35,86,0.407,0,6,0,35,80,0.438,0.407,13,20,0.65,5,17,22,42,13,0,26,36,83,""
"274","keacl01",1982,"Clarence Kea",22,"DAL","PF",35,0,248,26,49,0.531,0,0,NA,26,49,0.531,0.531,29,42,0.69,26,35,61,14,4,3,16,55,81,""
"275","judkije01",1982,"Jeff Judkins",25,"DET","SF",30,0,251,31,81,0.383,1,10,0.1,30,71,0.423,0.389,16,26,0.615,14,20,34,14,6,5,9,33,79,""
"276","restake01",1982,"Kevin Restani",30,"2TM","PF",47,0,483,32,88,0.364,0,2,0,32,86,0.372,0.364,10,16,0.625,39,73,112,22,11,11,20,56,74,""
"277","dillami01",1982,"Mickey Dillard",23,"CLE","PG",33,0,221,29,79,0.367,0,4,0,29,75,0.387,0.367,15,23,0.652,6,9,15,34,8,2,17,40,73,""
"278","duerote01",1982,"Terry Duerod",25,"BOS","SG",21,0,146,34,77,0.442,0,1,0,34,76,0.447,0.442,4,12,0.333,6,9,15,12,3,1,2,9,72,""
"279","mckenke01",1982,"Kevin McKenna",23,"LAL","SG",36,0,237,28,87,0.322,0,2,0,28,85,0.329,0.322,11,17,0.647,18,11,29,14,10,2,20,45,67,""
"280","johnsol01",1982,"Ollie Johnson",32,"PHI","SF",26,0,150,27,54,0.5,1,3,0.333,26,51,0.51,0.509,6,7,0.857,7,15,22,10,13,3,13,28,61,""
"281","johnsjo01",1982,"John Johnson",34,"SEA","SF",14,1,187,22,45,0.489,0,0,NA,22,45,0.489,0.489,15,20,0.75,3,15,18,29,4,3,17,20,59,""
"282","fernser01",1982,"Eric Fernsten",28,"BOS","C",43,0,202,19,49,0.388,0,0,NA,19,49,0.388,0.388,19,30,0.633,12,30,42,8,5,7,13,23,57,""
"283","hollabr01",1982,"Brad Holland",25,"2TM","SG",14,3,194,27,78,0.346,0,3,0,27,75,0.36,0.346,3,6,0.5,6,7,13,18,11,1,8,13,57,""
"284","lloydle01",1982,"Lewis Lloyd",22,"GSW","SG",16,0,95,25,45,0.556,0,0,NA,25,45,0.556,0.556,7,11,0.636,9,7,16,6,5,1,14,20,57,""
"285","whitnha02",1982,"Hawkeye Whitney",24,"KCK","SG",23,4,266,25,71,0.352,0,1,0,25,70,0.357,0.352,4,7,0.571,13,27,40,19,12,1,14,31,54,""
"286","bransbr01",1982,"Brad Branson",23,"CLE","PF",10,3,176,21,52,0.404,0,0,NA,21,52,0.404,0.404,11,12,0.917,14,19,33,6,5,4,13,17,53,""
"287","dandrbo01",1982,"Bob Dandridge",34,"MIL","SF",11,0,174,21,55,0.382,0,0,NA,21,55,0.382,0.382,10,17,0.588,4,13,17,13,5,2,11,25,52,""
"288","kunneke01",1982,"Kevin Kunnert",30,"POR","C",21,0,237,20,48,0.417,0,0,NA,20,48,0.417,0.417,9,17,0.529,20,46,66,18,3,6,18,51,49,""
"289","moorelo01",1982,"Lowes Moore",24,"CLE","PG",4,0,70,19,38,0.5,1,5,0.2,18,33,0.545,0.513,6,8,0.75,1,3,4,15,6,1,5,15,45,""
"290","mackol01",1982,"Ollie Mack",24,"DAL","SG",13,3,150,19,59,0.322,0,2,0,19,57,0.333,0.322,6,8,0.75,8,10,18,14,5,1,4,6,44,""
"291","dykemcr01",1982,"Craig Dykema",22,"PHO","SF",32,0,103,17,37,0.459,2,4,0.5,15,33,0.455,0.486,7,9,0.778,3,9,12,15,2,0,7,19,43,""
"292","copelho01",1982,"Hollis Copeland",26,"NYK","SF",18,0,118,16,38,0.421,0,0,NA,16,38,0.421,0.421,5,6,0.833,3,2,5,9,4,2,4,19,37,""
"293","townsra01",1982,"Raymond Townsend",26,"IND","SG",14,0,95,11,41,0.268,2,9,0.222,9,32,0.281,0.293,11,20,0.55,2,11,13,10,3,0,6,18,35,""
"294","oldhaja01",1982,"Jawann Oldham",24,"HOU","C",22,0,124,13,36,0.361,0,0,NA,13,36,0.361,0.361,8,14,0.571,7,17,24,3,2,10,6,28,34,""
